Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60
0.0311110924225222,0.0510660656204668,0.0632532789292374,0.0379255145642221,0.047476027111075,0.0331927291144162,0.0649556832558109,0.044713948620673,0.0458348741832995,0.0340336930977572,0.0390017553229613,0.0551010689196858,0.0397779460275456,0.0597318583552099,0.0259388589186764,0.0579819327210586,0.0470626327031025,0.132250710546471,0.0364054418930128,0.0374109806656229,0.044703855040912,0.035932297754686,0.0440055703071859,NaN,0.0391594199857987,0.0689004201993558,0.0489298259801402,0.0644942501741762,0.0464489756251556,0.0324964753269836,0.0317322175076899,0.0550223382816342,0.0482271209949312,0.0470313944661667,0.050697918370773,NaN,0.0352398200604185,0.0346185321266799,0.0518106603642744,0.036196669035147,0.0372825236858975,0.0341696341372067,0.0342811011631819,0.0351677762324179,0.0285325445626399,0.0514833266566098,0.0398592335133243,0.03962665484918,0.0385595679049979,0.0539346414861465,0.0396141082542922,0.0403506555025557,0.0862221891527641,0.0426544705611646,0.0378374413093911,0.0338771579233751,0.0394475945754912,0.0319447144855719,0.040553690935759,0.0512752697823144
0.0398231907953962,0.0479720271153486,0.0523903879275199,0.0369671620105606,0.0648177299875101,0.0435200244526066,0.0709667742740714,0.0405085339503766,0.0457225598040954,0.0397115334485534,0.0581952147684356,0.0740466475317328,0.0547241955460852,0.0680390578767968,0.0293233127210471,0.0668456085297831,0.0499746932844136,0.156478832137566,0.0428647271075442,0.0475256222529183,0.0580091959106381,0.0409083459247126,0.0460489701086207,NaN,0.0444789068425654,0.0910214742751121,0.0627071472047368,0.0833096503685195,0.0604365151533512,0.0415893437120335,0.0363841223037688,0.0589655513943522,0.0465110921402492,0.0458736658357199,0.0598896660297728,NaN,0.0479215333859268,0.037125404718156,0.0648723582279905,0.0398520700089275,0.046787304624568,0.0368399098630605,0.0611352826630353,0.044479929701706,0.0313334182414552,0.0696540813358248,0.0485414622187827,0.0451338631612464,0.04380561802165,0.0654762420492371,0.0483280146563878,0.0782372824560891,0.0960333731295571,0.0544387769640954,0.0454048873439234,0.0354717230340278,0.0462104438100569,0.0401462119277433,0.0385675714824736,0.0760670049004925
0.0416194740417089,0.0475629265210461,0.059614390353032,0.0365630949923412,0.0592582369597772,0.0408243899800852,0.0728601946200938,0.0449183586637189,0.0483042644391997,0.0426187426056889,0.0521520506225822,0.0613540967508342,0.0555633357606739,0.0702387565125138,0.0307941819137837,0.0682506629233135,0.0508631116460519,0.159988351521121,0.0410581095037071,0.0492913320386486,0.0561627341622439,0.0417358685751835,0.0465011842420479,NaN,0.0451099919855936,0.0871654887638277,0.0626904332353148,0.0765571018168854,0.056531582088773,0.0397317944385657,0.0404723023072062,0.0529375703415937,0.0467964546900358,0.0468718420523788,0.0646523710592439,NaN,0.0444184183048245,0.0390915393068199,0.0646649292298307,0.0433837290577326,0.0436739966292084,0.0393549087180298,0.0557588478755143,0.0467704711223407,0.0320097217690112,0.0682122353804161,0.045901644150727,0.0430400378178474,0.047352859043668,0.0596567834562393,0.0484237142577866,0.0602794141866993,0.0986203527899546,0.0514403898872981,0.0491011310892222,0.0377003621881019,0.0467011133242951,0.0395251470780097,0.0427145488281931,0.0609933783172018
0.0358705655063308,0.0714898031550945,0.0630189415808994,0.0411919796579007,0.056866185593388,0.0397465208909617,0.0776824497183469,0.0475410023797882,0.0496069332576379,0.0456342002738572,0.0391485044759658,0.0492076340012449,0.0449703851763431,0.0744258028842997,0.0328183228763878,0.0679667630648681,0.0631248329368807,0.144353701217182,0.0471030238632665,0.0472276647947958,0.0441303093081815,0.0475499063624447,0.0511312335036236,NaN,0.0472871273900492,0.0746977981234651,0.0579391236320515,0.0665633898056207,0.0456770859642993,0.0378964557508342,0.048453284203401,0.0722880363370737,0.0684731845556667,0.0529841048253988,0.0757145905973196,NaN,0.0409514035918178,0.0448234135332546,0.066139293295606,0.0505093015550505,0.0422773641816118,0.0427577353347337,0.0396462085183957,0.0418516411515275,0.0385804369342185,0.0581127058299479,0.0520025044192395,0.0438010418281195,0.0490217918112904,0.0563785298112987,0.0471075262541324,0.0395650407505027,0.10860169045304,0.0502713023985302,0.0428955702295481,0.0486013793688055,0.052693678635953,0.0388515238319745,0.0498987636019866,0.0493214877530861
0.0340623494554345,0.0789370791696855,0.0641665163743951,0.042590550385374,0.0574045699415236,0.0400416452889581,0.0851511122875464,0.0495265102045333,0.0525868610866071,0.0507168387091939,0.0403684352989042,0.0557987575136374,0.0413139694114333,0.0712899685196157,0.0322487973607001,0.0696176103319768,0.0673575047112958,0.148002263498003,0.048618913541159,0.0464464425779043,0.0439083466024397,0.0453068187995575,0.0521093969161952,NaN,0.048765779897847,0.0749816020725195,0.0568762106738066,0.0617646666897331,0.044361205928667,0.0406783516358228,0.0509278155583101,0.0827737413400906,0.0735018244958517,0.05074023049617,0.0987891837583153,NaN,0.0437213039702907,0.0387648142394467,0.0647830043156833,0.0569429664568324,0.0452779889975657,0.0420800241091205,0.0398100252470088,0.0426773494642818,0.0425376744139525,0.0551077369403386,0.0574025827502836,0.0488398349256423,0.0474110446933092,0.0553934767268836,0.047221740890522,0.0412643785125199,0.103238125852212,0.0495808065474198,0.041453434446491,0.0507109978943944,0.0533648110396919,0.0407976162659832,0.0515285536883241,0.0592576383148143
0.0403313379186328,0.0489116648428218,0.0602854274820519,0.0382462417974178,0.0548000072553317,0.0395519228168112,0.0738274489930126,0.0438430731273276,0.0442574814085686,0.0415199049393858,0.0410372876868569,0.041479781504479,0.0540230750865483,0.0775283898163279,0.0330750861408973,0.0679801690589144,0.0579746341631626,0.151202757025812,0.0461132329383014,0.0510993715216453,0.0500962329371088,0.0471891312375412,0.0479335813275052,NaN,0.0441495918438874,0.0740712309591967,0.0617759506306063,0.0689853190165454,0.0509559177225368,0.0366973892311281,0.0457465675057522,0.0524465419001261,0.0541802324455059,0.0517560713869426,0.0690698419555733,NaN,0.0430700347198244,0.0417962780640786,0.0689509851401152,0.0452333906607813,0.0391981662657952,0.040317142539845,0.0468622250746854,0.0483054269390698,0.0356992095458523,0.0671482280614781,0.0418220600618681,0.0387409243172809,0.0529841803180509,0.0538952305011755,0.0456037732917272,0.041142847039912,0.109870901516225,0.0487111882404004,0.049228765766326,0.0442660964056802,0.045656383366444,0.0388797553414191,0.0464716494801438,0.0427057557896981
0.0461513305524388,0.056879185648752,0.0932975762105756,0.0951287068715237,0.048074714335101,0.0383685201322701,0.0780654890648138,0.0778119774607339,0.0579470484445267,0.0506866141873396,0.0416373461411631,0.085914851294145,0.0578909397422636,0.0755723651166717,0.0430951185985474,0.0694023753905798,0.043312647421131,0.15465560917574,0.0451018286469941,0.0633904969393064,0.0657617983600487,0.0468567285978725,0.0448684787903364,NaN,0.0503138740281186,0.0674014248557659,0.0657472234975638,0.0767040630049229,0.0453498442851542,0.0458775740152015,0.048648607705354,0.0582005679586972,0.0585272311066969,0.0438192400289115,0.082893412684898,NaN,0.0442064299187003,0.0467275058747585,0.0829463790884127,0.042678976260441,0.0401633851513945,0.0450436809464847,0.0569562319406271,0.0437555651918672,0.0451615762415142,0.0567470790065548,0.0518671999266589,0.048043458201485,0.0534058323391771,0.0523256744500462,0.0380363749572338,0.0444384662013701,0.113692505266767,0.0544629493743201,0.0448525277108186,0.0481537693929322,0.0460997425825396,0.0488162170850843,0.0582988923222757,0.0529078269273272
0.0424558267304326,0.0562975484077098,0.0985590174813104,0.100548899862271,0.0506018055532492,0.0376644008908129,0.0758155243313884,0.080041532430839,0.0618160974851791,0.0518674198498948,0.0415010248309863,0.0938790835949743,0.0551732641085564,0.071608671493372,0.0428557584855236,0.0665857046769669,0.0411641629021018,0.15251066182919,0.0433485682196344,0.0649286705228658,0.0669272708740376,0.0461602727614286,0.0455090583804985,NaN,0.0500326455709703,0.0704884842191103,0.0655822402170196,0.0751084687549624,0.0467753041827003,0.0453840198631156,0.0496709007281845,0.0576797547864767,0.0561949262570268,0.0416289218213233,0.0963733431636867,NaN,0.0432859229981998,0.0467657447120532,0.0759274950405729,0.0425562852679762,0.039474254625474,0.0456266962216278,0.0573262760124323,0.0445008859783557,0.0483888199733547,0.0578669845084584,0.0525413259395155,0.0477908856053331,0.0544562028017733,0.0533445851904572,0.0400647117560936,0.0399614979846801,0.113633868513857,0.0529561230574,0.0445310731046547,0.0503667921322598,0.0458266935182129,0.0467731962812635,0.0568525743870678,0.0550226319963654
0.0499290655730932,0.0557816094322225,0.0726275586807522,0.0800815397092552,0.0460956191572874,0.0421843271852002,0.0781699169997815,0.0635515977369012,0.0549563133557023,0.0428218478736679,0.0434631142135279,0.0704517127521353,0.064328968104287,0.0788983623075495,0.0425897777675875,0.0767207015638599,0.0430355594672484,0.155082220594596,0.0503007298354964,0.0620661739513683,0.0609566110178151,0.0460538836110788,0.0453686107311795,NaN,0.0495017176620484,0.0766241672783053,0.0698072121285891,0.0777418123147351,0.0460451629070372,0.0454518818316401,0.0508531094290692,0.0640541577457246,0.0732506590523005,0.0483615605192322,0.0711505867094316,NaN,0.0451270408568108,0.0427735588434715,0.0850256312919151,0.0434997287585153,0.0453262883963692,0.0453900589570319,0.05527271232884,0.0465837346135952,0.0442057400334905,0.0639122566133954,0.0445783899235347,0.0544340385191986,0.054775179554379,0.0519343506026416,0.0376284509195191,0.0516502069021877,0.115061106270761,0.0602680423267628,0.051682657443347,0.0456911799696425,0.0464230863057302,0.0501260757774643,0.0583388170145061,0.053072312307896
0.0403991755139439,0.0556265153121682,0.0811998973065318,0.0909537239757297,0.0508907968236099,0.0373253926359382,0.0739741305371622,0.0552877136784711,0.0570433134933621,0.042688175622307,0.0408498509821946,0.0779753603508484,0.0505994681143754,0.0683440880011337,0.0408966482468352,0.0645663894985148,0.0438244693713873,0.152083092085812,0.0419681566806825,0.054046756031359,0.0563319916892986,0.0501215479678625,0.0471445726862497,NaN,0.0424378853410896,0.0782266105451583,0.0666529795197815,0.0674746192184026,0.0486438402653447,0.0413218124914687,0.0503306435409442,0.0549038948777798,0.0621220218348536,0.0456240854898567,0.102045850777494,NaN,0.0411639410649972,0.0442003546290877,0.073560548868947,0.0424393594088532,0.0402190194012078,0.0412635825775849,0.0493388094815966,0.0407285818089766,0.0488727538545855,0.0563603647337318,0.0480836082907437,0.0451981217581777,0.0514827887000092,0.0515208557703184,0.0424493157453091,0.0374248516961481,0.117991884589939,0.0520934793540851,0.0458691772780095,0.0485843096344039,0.0447595978372795,0.0430855129404531,0.0460229266238311,0.057852192869641
